Section,Path,Left,Right,Summary
Definitions,PrivilegeAisAspspInSimple,"description: ""Lista atrybut\xF3w uprawnienia us\u0142ugi AIS b\u0119d\u0105cych przedmiotem\
  \ zapytania o zgod\u0119 PSU / The list of attributes of the privilege of the AIS\
  \ service that are the subject of the request for PSU's consent""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
",,"Removed:
- description: Lista atrybutów uprawnienia usługi AIS będących przedmiotem zapytania o zgodę PSU / The list of attributes of the privilege of the AIS service that are the subject of the request for PSU's consent
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages"
Definitions,PrivilegeAisAspspIn,"description: ""Lista atrybut\xF3w uprawnienia us\u0142ugi AIS b\u0119d\u0105cych przedmiotem\
  \ zapytania o zgod\u0119 PSU / The list of attributes of the privilege of the AIS\
  \ service that are the subject of the request for PSU's consent""
type: object
required:
- maxAllowedHistoryLong
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  maxAllowedHistoryLong:
    type: integer
    description: ""Ilo\u015B\u0107 dni wstecz, liczona od momentu wys\u0142ania przez\
      \ TPP \u017C\u0105dania o pobranie historii transakcji rachunku p\u0142atnicznego,\
      \ jak\u0105 mo\u017Ce obejmowa\u0107 odpowied\u017A na to \u017C\u0105danie\
      \ / How much account's transaction history is allowed to retrieve in days. This\
      \ value should be used for calculation based on date of sending the request.""
    minimum: 1
    maximum: 1460
",,"Removed:
- description: Lista atrybutów uprawnienia usługi AIS będących przedmiotem zapytania o zgodę PSU / The list of attributes of the privilege of the AIS service that are the subject of the request for PSU's consent
- type: object
- required: - maxAllowedHistoryLong
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
maxAllowedHistoryLong:
  type: integer
  description: ""Ilo\u015B\u0107 dni wstecz, liczona od momentu wys\u0142ania przez\
    \ TPP \u017C\u0105dania o pobranie historii transakcji rachunku p\u0142atnicznego,\
    \ jak\u0105 mo\u017Ce obejmowa\u0107 odpowied\u017A na to \u017C\u0105danie /\
    \ How much account's transaction history is allowed to retrieve in days. This\
    \ value should be used for calculation based on date of sending the request.""
  minimum: 1
  maximum: 1460"
Definitions,PrivilegeAisAspspOutSimple,"description: ""Lista atrybut\xF3w uprawnienia us\u0142ugi AIS dla kt\xF3rych zosta\u0142\
  a wyra\u017Cona zgoda przez PSU / The list of attributes of the privilege of the\
  \ AIS service that the PSU's consent has been confirmed""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
",,"Removed:
- description: Lista atrybutów uprawnienia usługi AIS dla których została wyrażona zgoda przez PSU / The list of attributes of the privilege of the AIS service that the PSU's consent has been confirmed
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages"
Definitions,PrivilegeAisAspspOut,"description: ""Lista atrybut\xF3w uprawnienia us\u0142ugi AIS dla kt\xF3rych zosta\u0142\
  a wyra\u017Cona zgoda przez PSU / The list of attributes of the privilege of the\
  \ AIS service that the PSU's consent has been confirmed""
type: object
required:
- maxAllowedHistoryLong
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  maxAllowedHistoryLong:
    type: integer
    description: ""Ilo\u015B\u0107 dni wstecz, liczona od momentu wys\u0142ania przez\
      \ TPP \u017C\u0105dania o pobranie historii transakcji rachunku p\u0142atnicznego,\
      \ jak\u0105 mo\u017Ce obejmowa\u0107 odpowied\u017A na to \u017C\u0105danie\
      \ / How much account's transaction history is allowed to retrieve in days. This\
      \ value should be used for calculation based on date of sending the request.""
    minimum: 1
    maximum: 1460
example:
  scopeUsageLimit: single
  maxAllowedHistoryLong: 880
",,"Removed:
- description: Lista atrybutów uprawnienia usługi AIS dla których została wyrażona zgoda przez PSU / The list of attributes of the privilege of the AIS service that the PSU's consent has been confirmed
- type: object
- required: - maxAllowedHistoryLong
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
maxAllowedHistoryLong:
  type: integer
  description: ""Ilo\u015B\u0107 dni wstecz, liczona od momentu wys\u0142ania przez\
    \ TPP \u017C\u0105dania o pobranie historii transakcji rachunku p\u0142atnicznego,\
    \ jak\u0105 mo\u017Ce obejmowa\u0107 odpowied\u017A na to \u017C\u0105danie /\
    \ How much account's transaction history is allowed to retrieve in days. This\
    \ value should be used for calculation based on date of sending the request.""
  minimum: 1
  maximum: 1460
- example: scopeUsageLimit: single
maxAllowedHistoryLong: 880"
Definitions,PrivilegePayment,"description: ""Lista atrybut\xF3w uprawnienia do \u017C\u0105dania statusu p\u0142\
  atno\u015Bci / The list of attributes of the payment status request privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  paymentId:
    type: string
    description: ""Identyfikator p\u0142atno\u015Bci / Payment ID""
  tppTransactionId:
    type: string
    description: Identyfikator transakcji nadany przez TPP. / Identifier of transaction
      established by TPP.
",,"Removed:
- description: Lista atrybutów uprawnienia do żądania statusu płatności / The list of attributes of the payment status request privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
paymentId:
  type: string
  description: ""Identyfikator p\u0142atno\u015Bci / Payment ID""
tppTransactionId:
  type: string
  description: Identyfikator transakcji nadany przez TPP. / Identifier of transaction
    established by TPP."
Definitions,PrivilegeBundle,"description: ""Lista atrybut\xF3w uprawnienia do \u017C\u0105dania statusu paczki p\u0142\
  atno\u015Bci / The list of attributes of the bundle of payments status request privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  bundleId:
    type: string
    description: ""Identyfikator paczki p\u0142atno\u015Bci / Bundle of payments ID""
  tppBundleId:
    type: string
    description: ""Identyfikator paczki przelew\xF3w nadany przez TPP. / Bundle of\
      \ payments identifier set by TPP.""
",,"Removed:
- description: Lista atrybutów uprawnienia do żądania statusu paczki płatności / The list of attributes of the bundle of payments status request privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
bundleId:
  type: string
  description: ""Identyfikator paczki p\u0142atno\u015Bci / Bundle of payments ID""
tppBundleId:
  type: string
  description: ""Identyfikator paczki przelew\xF3w nadany przez TPP. / Bundle of payments\
    \ identifier set by TPP."""
Definitions,PrivilegeRecurringPaymentStatus,"description: ""Lista atrybut\xF3w uprawnienia do \u017C\u0105dania statusu p\u0142\
  atno\u015Bci cyklicznej / The list of attributes of recurring payment status request\
  \ privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  recurringPaymentId:
    type: string
    description: ""Identyfikator p\u0142atno\u015Bci cyklicznej nadany przez APSP /\
      \ Recurring payment identifier set by ASPSP""
  tppRecurringPaymentId:
    type: string
    description: ""Identyfikator p\u0142atno\u015Bci cyklicznej nadany przez TPP /\
      \ Recurring payment identifier set by TPP""
",,"Removed:
- description: Lista atrybutów uprawnienia do żądania statusu płatności cyklicznej / The list of attributes of recurring payment status request privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
recurringPaymentId:
  type: string
  description: ""Identyfikator p\u0142atno\u015Bci cyklicznej nadany przez APSP / Recurring\
    \ payment identifier set by ASPSP""
tppRecurringPaymentId:
  type: string
  description: ""Identyfikator p\u0142atno\u015Bci cyklicznej nadany przez TPP / Recurring\
    \ payment identifier set by TPP"""
Definitions,PrivilegeDomesticTransfer,"description: ""Lista atrybut\xF3w uprawnienia do inicjacji przelewu zwyk\u0142ego /\
  \ The list of attributes of the domestic transfer request initiation privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  recipient:
    $ref: '#/definitions/RecipientPIS'
  sender:
    $ref: '#/definitions/SenderPISDomestic'
  transferData:
    $ref: '#/definitions/TransferData'
  deliveryMode:
    description: ""Tryb pilno\u015Bci / Urgency mode""
    type: string
    enum:
    - ExpressD0
    - StandardD1
  system:
    description: ""Droga jak\u0105 przelew ma by\u0107 rozliczony / The way the transfer\
      \ should be settled""
    type: string
    enum:
    - Elixir
    - ExpressElixir
    - Sorbnet
    - BlueCash
    - Internal
  executionMode:
    description: ""Tryb realizacji p\u0142atno\u015Bci. Nadrz\u0119dna informacja decyduj\u0105\
      ca o tym w jakim trybie zostanie zrealizowana p\u0142atno\u015B\u0107. / Payment\
      \ execution mode. The superior information deciding which mode is to be used\
      \ to execute payment.""
    type: string
    enum:
    - Immediate
    - FutureDated
",,"Removed:
- description: Lista atrybutów uprawnienia do inicjacji przelewu zwykłego / The list of attributes of the domestic transfer request initiation privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
recipient:
  $ref: '#/definitions/RecipientPIS'
sender:
  $ref: '#/definitions/SenderPISDomestic'
transferData:
  $ref: '#/definitions/TransferData'
deliveryMode:
  description: ""Tryb pilno\u015Bci / Urgency mode""
  type: string
  enum:
  - ExpressD0
  - StandardD1
system:
  description: ""Droga jak\u0105 przelew ma by\u0107 rozliczony / The way the transfer\
    \ should be settled""
  type: string
  enum:
  - Elixir
  - ExpressElixir
  - Sorbnet
  - BlueCash
  - Internal
executionMode:
  description: ""Tryb realizacji p\u0142atno\u015Bci. Nadrz\u0119dna informacja decyduj\u0105\
    ca o tym w jakim trybie zostanie zrealizowana p\u0142atno\u015B\u0107. / Payment\
    \ execution mode. The superior information deciding which mode is to be used to\
    \ execute payment.""
  type: string
  enum:
  - Immediate
  - FutureDated"
Definitions,PrivilegeForeignTransferEEA,"description: ""Lista atrybut\xF3w uprawnienia do inicjacji przelewu zagranicznego EEA\
  \ / The list of attributes of the EEA foreign transfer request initiation privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  recipient:
    $ref: '#/definitions/RecipientPISForeign'
  sender:
    $ref: '#/definitions/SenderPISForeign'
  transferData:
    $ref: '#/definitions/TransferDataCurrencyRequired'
  deliveryMode:
    description: ""Tryb pilno\u015Bci / Urgency mode""
    type: string
    enum:
    - ExpressD0
    - StandardD1
  system:
    description: ""Droga jak\u0105 przelew ma by\u0107 rozliczony / The way the transfer\
      \ should be settled""
    type: string
    enum:
    - SEPA
    - InstantSEPA
    - Target
  executionMode:
    description: ""Tryb realizacji p\u0142atno\u015Bci. Nadrz\u0119dna informacja decyduj\u0105\
      ca o tym w jakim trybie zostanie zrealizowana p\u0142atno\u015B\u0107. / Payment\
      \ execution mode. The superior information deciding which mode is to be used\
      \ to execute payment.""
    type: string
    enum:
    - Immediate
    - FutureDated
",,"Removed:
- description: Lista atrybutów uprawnienia do inicjacji przelewu zagranicznego EEA / The list of attributes of the EEA foreign transfer request initiation privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
recipient:
  $ref: '#/definitions/RecipientPISForeign'
sender:
  $ref: '#/definitions/SenderPISForeign'
transferData:
  $ref: '#/definitions/TransferDataCurrencyRequired'
deliveryMode:
  description: ""Tryb pilno\u015Bci / Urgency mode""
  type: string
  enum:
  - ExpressD0
  - StandardD1
system:
  description: ""Droga jak\u0105 przelew ma by\u0107 rozliczony / The way the transfer\
    \ should be settled""
  type: string
  enum:
  - SEPA
  - InstantSEPA
  - Target
executionMode:
  description: ""Tryb realizacji p\u0142atno\u015Bci. Nadrz\u0119dna informacja decyduj\u0105\
    ca o tym w jakim trybie zostanie zrealizowana p\u0142atno\u015B\u0107. / Payment\
    \ execution mode. The superior information deciding which mode is to be used to\
    \ execute payment.""
  type: string
  enum:
  - Immediate
  - FutureDated"
Definitions,PrivilegeForeignTransferNonEEA,"description: ""Lista atrybut\xF3w uprawnienia do inicjacji przelewu zagranicznego bez\
  \ EEA / The list of attributes of the non-EEA foreign transfer request initiation\
  \ privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  recipient:
    $ref: '#/definitions/RecipientPISForeign'
  recipientBank:
    $ref: '#/definitions/Bank'
  sender:
    $ref: '#/definitions/SenderPISForeign'
  transferData:
    $ref: '#/definitions/TransferDataCurrencyRequired'
  transferCharges:
    type: string
    maxLength: 3
    description: Klauzula kosztowa / The cost clause
  deliveryMode:
    description: ""Tryb pilno\u015Bci / Urgency mode""
    type: string
    enum:
    - ExpressD0
    - UrgentD1
    - StandardD2
  system:
    description: ""Droga jak\u0105 przelew ma by\u0107 rozliczony / The way the transfer\
      \ should be settled""
    type: string
    enum:
    - Swift
  executionMode:
    description: ""Tryb realizacji p\u0142atno\u015Bci. Nadrz\u0119dna informacja decyduj\u0105\
      ca o tym w jakim trybie zostanie zrealizowana p\u0142atno\u015B\u0107. / Payment\
      \ execution mode. The superior information deciding which mode is to be used\
      \ to execute payment.""
    type: string
    enum:
    - Immediate
    - FutureDated
",,"Removed:
- description: Lista atrybutów uprawnienia do inicjacji przelewu zagranicznego bez EEA / The list of attributes of the non-EEA foreign transfer request initiation privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
recipient:
  $ref: '#/definitions/RecipientPISForeign'
recipientBank:
  $ref: '#/definitions/Bank'
sender:
  $ref: '#/definitions/SenderPISForeign'
transferData:
  $ref: '#/definitions/TransferDataCurrencyRequired'
transferCharges:
  type: string
  maxLength: 3
  description: Klauzula kosztowa / The cost clause
deliveryMode:
  description: ""Tryb pilno\u015Bci / Urgency mode""
  type: string
  enum:
  - ExpressD0
  - UrgentD1
  - StandardD2
system:
  description: ""Droga jak\u0105 przelew ma by\u0107 rozliczony / The way the transfer\
    \ should be settled""
  type: string
  enum:
  - Swift
executionMode:
  description: ""Tryb realizacji p\u0142atno\u015Bci. Nadrz\u0119dna informacja decyduj\u0105\
    ca o tym w jakim trybie zostanie zrealizowana p\u0142atno\u015B\u0107. / Payment\
    \ execution mode. The superior information deciding which mode is to be used to\
    \ execute payment.""
  type: string
  enum:
  - Immediate
  - FutureDated"
Definitions,PrivilegeTaxTransfer,"description: ""Lista atrybut\xF3w uprawnienia do inicjacji przelewu urz\u0119du podatkowego\
  \ / The list of attributes of the tax transfer request initiation privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  recipient:
    $ref: '#/definitions/RecipientPISTax'
  sender:
    $ref: '#/definitions/SenderPISDomestic'
  transferData:
    $ref: '#/definitions/TransferDataCurrencyRequiredTax'
  usInfo:
    $ref: '#/definitions/TransactionInfoTax'
  deliveryMode:
    description: ""Tryb pilno\u015Bci / Urgency mode""
    type: string
    enum:
    - ExpressD0
    - StandardD1
  system:
    description: ""Droga jak\u0105 przelew ma by\u0107 rozliczony / The way the transfer\
      \ should be settled""
    type: string
    enum:
    - Elixir
    - ExpressElixir
  executionMode:
    description: ""Tryb realizacji p\u0142atno\u015Bci. Nadrz\u0119dna informacja decyduj\u0105\
      ca o tym w jakim trybie zostanie zrealizowana p\u0142atno\u015B\u0107. / Payment\
      \ execution mode. The superior information deciding which mode is to be used\
      \ to execute payment.""
    type: string
    enum:
    - Immediate
    - FutureDated
",,"Removed:
- description: Lista atrybutów uprawnienia do inicjacji przelewu urzędu podatkowego / The list of attributes of the tax transfer request initiation privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
recipient:
  $ref: '#/definitions/RecipientPISTax'
sender:
  $ref: '#/definitions/SenderPISDomestic'
transferData:
  $ref: '#/definitions/TransferDataCurrencyRequiredTax'
usInfo:
  $ref: '#/definitions/TransactionInfoTax'
deliveryMode:
  description: ""Tryb pilno\u015Bci / Urgency mode""
  type: string
  enum:
  - ExpressD0
  - StandardD1
system:
  description: ""Droga jak\u0105 przelew ma by\u0107 rozliczony / The way the transfer\
    \ should be settled""
  type: string
  enum:
  - Elixir
  - ExpressElixir
executionMode:
  description: ""Tryb realizacji p\u0142atno\u015Bci. Nadrz\u0119dna informacja decyduj\u0105\
    ca o tym w jakim trybie zostanie zrealizowana p\u0142atno\u015B\u0107. / Payment\
    \ execution mode. The superior information deciding which mode is to be used to\
    \ execute payment.""
  type: string
  enum:
  - Immediate
  - FutureDated"
Definitions,PrivilegeCancelPayment,"description: ""Lista atrybut\xF3w uprawnienia do odwo\u0142ania zainicjowanego przelewu\
  \ / The list of attributes of the cancel initiated payment request privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  paymentId:
    type: string
    maxLength: 64
    description: ""Identyfikator p\u0142atno\u015Bci / Payment ID""
  bundleId:
    type: string
    description: ""Identyfikator paczki przelew\xF3w / Bundle of payments ID""
",,"Removed:
- description: Lista atrybutów uprawnienia do odwołania zainicjowanego przelewu / The list of attributes of the cancel initiated payment request privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
paymentId:
  type: string
  maxLength: 64
  description: ""Identyfikator p\u0142atno\u015Bci / Payment ID""
bundleId:
  type: string
  description: ""Identyfikator paczki przelew\xF3w / Bundle of payments ID"""
Definitions,PrivilegeCancelRecurringPayment,"description: ""Lista atrybut\xF3w uprawnienia do anulowania p\u0142atno\u015Bci cyklicznej\
  \ / The list of attributes of the cancel recurring payment request privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  recurringPaymentId:
    type: string
    maxLength: 64
    description: ""Identyfikator p\u0142atno\u015Bci cyklicznej nadany przez ASPSP\
      \ / Recurring payment identifier set by ASPSP""
",,"Removed:
- description: Lista atrybutów uprawnienia do anulowania płatności cyklicznej / The list of attributes of the cancel recurring payment request privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
recurringPaymentId:
  type: string
  maxLength: 64
  description: ""Identyfikator p\u0142atno\u015Bci cyklicznej nadany przez ASPSP /\
    \ Recurring payment identifier set by ASPSP"""
Definitions,PrivilegeBundleTransfers,"description: ""Lista atrybut\xF3w uprawnienia do zainicjowania paczki przelewu / The\
  \ list of attributes of the initiate bundle of payments request privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  transfersTotalAmount:
    description: ""\u0141\u0105czna kwota wszystkich przelew\xF3w z paczki / The total\
      \ amount of all transfers from bundle""
    type: string
    pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
  typeOfTransfers:
    description: ""Typ przelew\xF3w, kt\xF3re zostan\u0105 zlecone w ramach paczki\
      \ / The type of transfers that will be initiated through the bundle""
    type: string
    enum:
    - domestic
    - EEA
    - nonEEA
    - tax
  domesticTransfers:
    description: ""Lista struktur danych przelew\xF3w zwyk\u0142ych, kt\xF3re zostan\u0105\
      \ zlecone. Wymagane gdy typeOfTransfers = domestic. / The list of data structures\
      \ of domestic transfers to be initiated. Required when typeOfTransfers = domestic.""
    type: array
    items:
      $ref: '#/definitions/PaymentDomesticRequestBundled'
  EEATransfers:
    description: ""Lista struktur danych przelew\xF3w zagranicznych SEPA, kt\xF3re\
      \ zostan\u0105 zlecone. Wymagane gdy typeOfTransfers = EEA. / The list of data\
      \ structures of SEPA foreign transfers to be initiated. Required when typeOfTransfers\
      \ = EEA.""
    type: array
    items:
      $ref: '#/definitions/PaymentEEARequestBundled'
  nonEEATransfers:
    description: ""Lista struktur danych przelew\xF3w zagranicznych innych ni\u017C\
      \ SEPA, kt\xF3re zostan\u0105 zlecone. Wymagane gdy typeOfTransfers = nonEEA.\
      \ / The list of data structures of non SEPA foreign transfers to be initiated.\
      \ Required when typeOfTransfers = nonEEA.""
    type: array
    items:
      $ref: '#/definitions/PaymentNonEEARequestBundled'
  taxTransfers:
    description: ""Lista struktur danych przelew\xF3w do urz\u0119du podatkowego, kt\xF3\
      re zostan\u0105 zlecone. Wymagane gdy typeOfTransfers = tax. / The list of data\
      \ structures of tax transfers to be initiated. Required when typeOfTransfers\
      \ = tax.""
    type: array
    items:
      $ref: '#/definitions/PaymentTaxRequestBundled'
",,"Removed:
- description: Lista atrybutów uprawnienia do zainicjowania paczki przelewu / The list of attributes of the initiate bundle of payments request privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
transfersTotalAmount:
  description: ""\u0141\u0105czna kwota wszystkich przelew\xF3w z paczki / The total\
    \ amount of all transfers from bundle""
  type: string
  pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
typeOfTransfers:
  description: ""Typ przelew\xF3w, kt\xF3re zostan\u0105 zlecone w ramach paczki /\
    \ The type of transfers that will be initiated through the bundle""
  type: string
  enum:
  - domestic
  - EEA
  - nonEEA
  - tax
domesticTransfers:
  description: ""Lista struktur danych przelew\xF3w zwyk\u0142ych, kt\xF3re zostan\u0105\
    \ zlecone. Wymagane gdy typeOfTransfers = domestic. / The list of data structures\
    \ of domestic transfers to be initiated. Required when typeOfTransfers = domestic.""
  type: array
  items:
    $ref: '#/definitions/PaymentDomesticRequestBundled'
EEATransfers:
  description: ""Lista struktur danych przelew\xF3w zagranicznych SEPA, kt\xF3re zostan\u0105\
    \ zlecone. Wymagane gdy typeOfTransfers = EEA. / The list of data structures of\
    \ SEPA foreign transfers to be initiated. Required when typeOfTransfers = EEA.""
  type: array
  items:
    $ref: '#/definitions/PaymentEEARequestBundled'
nonEEATransfers:
  description: ""Lista struktur danych przelew\xF3w zagranicznych innych ni\u017C SEPA,\
    \ kt\xF3re zostan\u0105 zlecone. Wymagane gdy typeOfTransfers = nonEEA. / The\
    \ list of data structures of non SEPA foreign transfers to be initiated. Required\
    \ when typeOfTransfers = nonEEA.""
  type: array
  items:
    $ref: '#/definitions/PaymentNonEEARequestBundled'
taxTransfers:
  description: ""Lista struktur danych przelew\xF3w do urz\u0119du podatkowego, kt\xF3\
    re zostan\u0105 zlecone. Wymagane gdy typeOfTransfers = tax. / The list of data\
    \ structures of tax transfers to be initiated. Required when typeOfTransfers =\
    \ tax.""
  type: array
  items:
    $ref: '#/definitions/PaymentTaxRequestBundled'"
Definitions,PrivilegeRecurringPayment,"description: ""Lista atrybut\xF3w uprawnienia do zdefiniowania nowej p\u0142atno\u015B\
  ci cyklicznej / The list of attributes of definition of new recurring payment request\
  \ privilege""
type: object
properties:
  scopeUsageLimit:
    type: string
    enum:
    - single
    - multiple
    description: Rodzaj limitu zgody / Type of limit of usages
  recurrence:
    $ref: '#/definitions/RecurringTransferParameters'
  typeOfPayment:
    description: ""Typ przelewu, kt\xF3ry zostanie wykorzystany do zdefiniowania nowej\
      \ p\u0142atno\u015Bci cyklicznej  / The type of payment that is to be used to\
      \ define new recurring payment""
    type: string
    enum:
    - domestic
    - EEA
    - nonEEA
    - tax
  domesticPayment:
    $ref: '#/definitions/RecurringDomesticPayment'
  EEAPayment:
    $ref: '#/definitions/RecurringEEAPayment'
  nonEEAPayment:
    $ref: '#/definitions/RecurringNonEEAPayment'
  taxPayment:
    $ref: '#/definitions/RecurringTaxPayment'
",,"Removed:
- description: Lista atrybutów uprawnienia do zdefiniowania nowej płatności cyklicznej / The list of attributes of definition of new recurring payment request privilege
- type: object
- properties: scopeUsageLimit:
  type: string
  enum:
  - single
  - multiple
  description: Rodzaj limitu zgody / Type of limit of usages
recurrence:
  $ref: '#/definitions/RecurringTransferParameters'
typeOfPayment:
  description: ""Typ przelewu, kt\xF3ry zostanie wykorzystany do zdefiniowania nowej\
    \ p\u0142atno\u015Bci cyklicznej  / The type of payment that is to be used to\
    \ define new recurring payment""
  type: string
  enum:
  - domestic
  - EEA
  - nonEEA
  - tax
domesticPayment:
  $ref: '#/definitions/RecurringDomesticPayment'
EEAPayment:
  $ref: '#/definitions/RecurringEEAPayment'
nonEEAPayment:
  $ref: '#/definitions/RecurringNonEEAPayment'
taxPayment:
  $ref: '#/definitions/RecurringTaxPayment'"
